Run,Sample sheet_Sample_ID,Clinical/RnD,Support,Сlinical QC Required,Is it top off seq?,Is it reseq?,Sample target,FlowCell,Project,Source,Tumor/Normal,Input material type,"Extraction 
place",Extraction kit,Library construction kit,Library prob set kit,Case_ID (patient ID),Specimen_ID,"Library Lab_ID 
(unique)",Extract BG_ID,Patient BG_ID,Sample BG_ID,Library Concentration
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_33,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004022,,LIB007689,R008202,RS003823,RS003823_N_WB,21
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_34,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004023,,LIB007690,R008203,RS003824,RS003824_N_WB,41
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_35,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004029,,LIB007693,R008206,RS003830,RS003830_N_WB,126
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_36,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004032,,LIB007694,R008207,RS003833,RS003833_N_WB,56
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_37,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004034,,LIB007695,R008208,RS003835,RS003835_N_WB,141
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_38,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004038,,LIB007696,R008209,RS003839,RS003839_N_WB,85
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_39,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004679,,LIB007701,R008214,RS003848,RS003848_N_WB,64
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_40,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004045,,LIB007702,R008215,RS003846,RS003846_N_WB,146
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_41,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004028,,LIB007704,R008217,RS003829,RS003829_N_WB,91
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_42,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004043,,LIB007709,R008222,RS003844,RS003844_N_WB,83
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_43,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Qiagen QIAamp Circulating Nucleic Acid Kit,Agilent XTHS2 RNA,,PT004695,,LIB007710,R008223,RS003849,RS003849_N_WB,140
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_44,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004023,,LIB007712,R008237,RS004757,RS004757_N_WB,76
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_45,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004024,,LIB007713,R008238,RS004758,RS004758_N_WB,88
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_46,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004025,,LIB007714,R008239,RS004759,RS004759_N_WB,7
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_47,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004025,,LIB007715,R008240,RS004759,RS004759_N_WB,78
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_48,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004031,,LIB007718,R008243,RS004765,RS004765_N_WB,81
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_49,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004032,,LIB007719,R008244,RS004766,RS004766_N_WB,78
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_50,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004033,,LIB007720,R008245,RS004767,RS004767_N_WB,119
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_51,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004034,,LIB007721,R008246,RS004768,RS004768_N_WB,63
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_52,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004036,,LIB007722,R008247,RS004770,RS004770_N_WB,87
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_53,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004037,,LIB007723,R008248,RS004771,RS004771_N_WB,69
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_54,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004039,,LIB007724,R008249,RS004773,RS004773_N_WB,72
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_55,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004040,,LIB007725,R008250,RS004774,RS004774_N_WB,36
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_56,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004042,,LIB007726,R008251,RS004776,RS004776_N_WB,90
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_57,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004044,,LIB007727,R008252,RS004778,RS004778_N_WB,11
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_58,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004045,,LIB007728,R008253,RS004779,RS004779_N_WB,136
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_59,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004046,,LIB007729,R008254,RS004780,RS004780_N_WB,100
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_60,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004679,,LIB007730,R008255,RS004781,RS004781_N_WB,128
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_61,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004695,,LIB007731,R008256,RS004782,RS004782_N_WB,44
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_62,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT005030,,LIB007732,R008257,RS004783,RS004783_N_WB,103
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_63,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003325,,LIB008215,R008621,BG002929,BG002929_N_WB,101
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_64,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003400,,LIB008214,R008620,BG002937,BG002937_N_WB,99
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_65,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003324,,LIB008213,R008619,BG002940,BG002940_N_WB,95
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_66,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003324,,LIB008212,R008618,BG002940,BG002940_N_WB,87
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_67,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003388,,LIB008211,R008617,BG002979,BG002979_N_WB,22
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_68,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003388,,LIB008210,R008616,BG002979,BG002979_N_WB,21
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_69,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003392,,LIB008209,R008615,BG002984,BG002984_N_WB,138
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_70,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003392,,LIB008208,R008614,BG002984,BG002984_N_WB,107
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_71,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT001057,,LIB008206,R008612,BG002879,BG002879_N_WB,49
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_72,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT001057,,LIB008205,R008611,BG002879,BG002879_N_WB,149
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_73,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003570,,LIB008203,R008609,BG003062,BG003062_N_WB,100
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_74,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT003898,,LIB008202,R008608,BG003194,BG003194_N_WB,134
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_75,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004715,,LIB008201,R008607,BG003454,BG003454_N_WB,120
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_76,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004998,,LIB008200,R008606,BG003539,BG003539_N_WB,117
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_77,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,,,LIB008199,R008605,BG003577,BG003577_N_WB,117
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_78,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,,,LIB008198,R008604,BG003577,BG003577_N_WB,17
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_79,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT005097,,LIB008197,R008603,BG003586,BG003586_N_WB,143
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_80,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT004955,,LIB008196,R008602,BG003509,BG003509_N_WB,82
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_81,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT005036,,LIB008195,R008601,BG003644,BG003644_N_WB,96
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_82,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT005621,,LIB008194,R008600,BG003735,BG003735_N_WB,71
230607_NovaC_XTHS2,RNASeq-tumor-230607_NovaC_Sample_83,RnD,No,No,,,,S4,cfRNA Deconvolution,RNA,tumor,Plasma,,Maxwell RSC miRNA Plasma and Serum Kit,Agilent XTHS2 RNA,,PT005642,,LIB008193,R008599,BG003743,BG003743_N_WB,118
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_1,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008530,D001580,RS002090,RS002090_T_RefMat,58
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_2,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008531,D001581,RS002090,RS002090_T_RefMat,129
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_3,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008532,D001581,RS002090,RS002090_T_RefMat,27
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_4,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008533,D001582,RS002090,RS002090_T_RefMat,145
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_5,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008534,D001582,RS002090,RS002090_T_RefMat,24
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_6,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008535,D001583,RS002090,RS002090_T_RefMat,112
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_7,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008536,D001583,RS002090,RS002090_T_RefMat,128
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_8,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008537,D001584,RS002090,RS002090_T_RefMat,80
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_9,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008538,D001584,RS002090,RS002090_T_RefMat,126
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_10,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008539,D001580,RS002090,RS002090_T_RefMat,21
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_11,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008540,D001580,RS002090,RS002090_T_RefMat,57
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_12,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008541,D001581,RS002090,RS002090_T_RefMat,96
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_13,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008542,D001581,RS002090,RS002090_T_RefMat,38
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_14,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008543,D001582,RS002090,RS002090_T_RefMat,55
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_15,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008545,D001583,RS002090,RS002090_T_RefMat,47
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_16,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008546,D001583,RS002090,RS002090_T_RefMat,148
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_17,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008547,D001584,RS002090,RS002090_T_RefMat,59
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_18,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008548,D001584,RS002090,RS002090_T_RefMat,24
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_19,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008549,D001580,RS002090,RS002090_T_RefMat,91
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_20,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008550,D001580,RS002090,RS002090_T_RefMat,13
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_21,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008551,D001581,RS002090,RS002090_T_RefMat,81
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_22,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008552,D001581,RS002090,RS002090_T_RefMat,109
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_23,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008553,D001582,RS002090,RS002090_T_RefMat,20
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_24,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008554,D001582,RS002090,RS002090_T_RefMat,72
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_25,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008555,D001583,RS002090,RS002090_T_RefMat,3
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_26,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008556,D001583,RS002090,RS002090_T_RefMat,32
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_27,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008557,D001584,RS002090,RS002090_T_RefMat,89
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_28,RnD,Yes,No,,,,S2,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008558,D001584,RS002090,RS002090_T_RefMat,59
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_29,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001365,LIB008703,D009069,BG002534,BG002534_N_WB,32
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_30,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001366,LIB008704,D009070,BG002534,BG002534_N_WB,83
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_31,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001367,LIB008705,D009071,BG002534,BG002534_N_WB,87
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_32,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001368,LIB008706,D009072,BG002500,BG002500_N_WB,85
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_33,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001369,LIB008707,D009073,BG002500,BG002500_N_WB,76
230608_NovaD_XTHS2,cfDNA-tumor-230608_NovaD_Sample_34,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001370,LIB008708,D009074,BG002500,BG002500_N_WB,115
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_35,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001365,LIB008709,D009069,BG002534,BG002534_N_WB,86
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_36,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001366,LIB008710,D009070,BG002534,BG002534_N_WB,43
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_37,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,PLS001367,LIB008711,D009071,BG002534,BG002534_N_WB,57
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_38,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001368,LIB008712,D009072,BG002500,BG002500_N_WB,105
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_39,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001369,LIB008713,D009073,BG002500,BG002500_N_WB,1
230608_NovaD_XTHS2,cfDNA-tumor2-230608_NovaD_Sample_40,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,tumor2,Plasma,BG,Maxwell RSC ccfDNA Plasma Kit LV,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT000778,PLS001370,LIB008714,D009074,BG002500,BG002500_N_WB,94
230608_NovaD_XTHS2,cfDNA-normal-230608_NovaD_Sample_41,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,normal,FFPE,,Qiagen AllPrep DNA/RNA FFPE,,,PT004516,,LIB008715,D002894,RS003644,RS0423_T_FPB,5
230608_NovaD_XTHS2,cfDNA-normal-230608_NovaD_Sample_42,Collaboration,Yes,,,,,S2,FEASY_trial,cfDNA,normal,Saliva,,Maxwell RSC Stabilized Saliva DNA Kit,Agilent XTHS2 cfDNA,"Agilent cfDNA V1, V2, V3",PT003250,,LIB008716,D009085,BG002534,BG002534_N_S,33
230609_NovaA_XTHS2,cfDNA-tumor-230609_NovaA_Sample_1,RnD,Yes,No,,,,S4,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008717,D001580,RS002090,RS002090_T_RefMat,144
230609_NovaA_XTHS2,cfDNA-tumor2-230609_NovaA_Sample_2,RnD,Yes,No,,,,S4,cfDNA Fusions,cfDNA,tumor2,FF,,Unknown,,,,,LIB008718,D001580,RS002090,RS002090_T_RefMat,122
230609_NovaA_XTHS2,cfDNA-tumor-230609_NovaA_Sample_3,RnD,Yes,No,,,,S4,cfDNA Fusions,cfDNA,tumor,FF,,Unknown,,,,,LIB008719,D001581,RS002090,RS002090_T_RefMat,74
